Nemotecnico;fecha;Cantidad;Volumen;Precio Cierre;Precio Mayor;Precio Medio;Precio Menor;Variacion%;Variacion Absoluta
ELCONDOR  ;06/05/2022 00:00:00;,00;,00;705,00;,00;,00;,00;,00;,00
ELCONDOR  ;09/05/2022 00:00:00;40.000,00;28.000.000,00;700,00;700,00;700,00;700,00;-,71;-5,00
ELCONDOR  ;10/05/2022 00:00:00;13.600,00;9.132.150,00;700,00;,00;671,48;,00;,00;,00
ELCONDOR  ;11/05/2022 00:00:00;,00;,00;700,00;,00;,00;,00;,00;,00
ELCONDOR  ;12/05/2022 00:00:00;,00;,00;700,00;,00;,00;,00;,00;,00
ELCONDOR  ;13/05/2022 00:00:00;,00;,00;700,00;,00;,00;,00;,00;,00
ELCONDOR  ;16/05/2022 00:00:00;400,00;268.000,00;700,00;,00;670,00;,00;,00;,00
ELCONDOR  ;17/05/2022 00:00:00;,00;,00;700,00;,00;,00;,00;,00;,00
ELCONDOR  ;18/05/2022 00:00:00;3.500,00;2.205.350,00;700,00;,00;630,10;,00;,00;,00
ELCONDOR  ;19/05/2022 00:00:00;,00;,00;700,00;,00;,00;,00;,00;,00
ELCONDOR  ;20/05/2022 00:00:00;5.700,00;3.705.000,00;700,00;,00;650,00;,00;,00;,00
ELCONDOR  ;23/05/2022 00:00:00;10.000,00;6.700.000,00;670,00;670,00;670,00;670,00;-4,29;-30,00
ELCONDOR  ;24/05/2022 00:00:00;,00;,00;670,00;,00;,00;,00;,00;,00
ELCONDOR  ;25/05/2022 00:00:00;32.500,00;20.574.500,00;675,00;675,00;633,06;675,00;,75;5,00
ELCONDOR  ;26/05/2022 00:00:00;,00;,00;675,00;,00;,00;,00;,00;,00
ELCONDOR  ;27/05/2022 00:00:00;252.836,00;155.054.967,10;603,10;623,00;613,26;603,10;-10,65;-71,90
